prompts
that gives
reservations for
can i
as a
bedouin at
don pasquale
both hotel
i said
tr1784 departs
prezzo restaurant
found it
thanks so
okay sounds
when is
the next
"architecture ,"
tr1923 departs
the tr1156
i haven't
ballare nightclub
of course
im not
01223259988 is
what departure
tr6745 departs
tr1047 will
try clubbing
what you
no restaurant
sure here
those reservations
it costs
cb18dw is
our night
easiest would
the michael
my attempt
great if
01223308871 will
"lol ,"
those would
booking is
found 2
tr5694 cambridge
13:00 can
okay if
please clarify
booking has
you all
tr9904 leaves
great where
tr5693 meets
tr4748 leaves
all 8
okayjust to
need any
cote can
train tr0945
galleria is
tr8372 leaves
when will
cambridge university
text us
01223727410
if your
i really
tr1731 will
there number
it works
tr5695 departs
that works
yes many
their number
any idea
its postcode
got you
maybe i
tr4987 gets
tr0467 leaves
prezzo 's
tr0112 leaves
ah yes
sue it
alright and
it offers
the gandhi
yes do
alrightyou are
156 chesterton
unfortunately reservations
"several ,"
do yo
any more
"wonderful ,"
train tr0686
hobsons house
that time
trains run
the nightclubs
the gourmet
the ugly
unfortunately bedouin
"surprisingly ,"
tr3177 will
56 saint
other than
its an
midsummer house
train tr4664
"so ,"
alright how
i apologizethat
gonville and
tr7786 will
i must
telephone :
please look
tr4990 departs
the 4
train tr9327
"also ,"
booked at
tr8410 will
tr4170 leaves
great the
tr0864 will
tr1828 is
aylesbury odge
are only
chiquito restaurant
addebrookes hospital
yes when
the tr3207
fitzbillies is
train tr9448
yes both
how great
the id
the milton
perhaps we
sesame restaurant
train tr3515
booked .
well it
that departs
the a
the galleria
tr7040 arrives
the taj
the tr4898
tr3387 arrives
tr5965 leaves
consider clare
you booking
the tr8685
but of
the clowns
our pleasure
i cannot
they all
kindly be
cb17dy is
indeed i
the tr9900
neither price
tr8293 arrives
what department
the tr4626
okay can
excellent choice
here 's
thier phone
eraina 's
train tr6105
you've very
train tr2929
"indeed ,"
contact number
parking and
no records
tr7852 looks
my listings
surethat 's
that ride
for architecture
my favorite
i see
"surprisingly ,"
thanks have
escaping for
that trip
the castle
alright a
tr2061 arrives
tr3515 will
kohinoor restaurant
tr5725 leaves
staudct0 is
tr9187 arrives
okwhat time
shouldn't be
the tr4256
the tr5003
tr0774 arrives
i absolutely
yes bridge
that would
it departs
allenbell looks
call the
prezzo is
the tr2826
okay goodbye
the tr9547
hope your
then i
well how
46 jesus
looks like
two selections
greathow can
the 4
unfortunately eraina
the tr6310
alright !
any price
train tr0945
please have
01223334860 is
am i
great glad
om i
everyone loves
ive boked
tr3111 will
hughes hall
the tr2292
great are
2-3 castle
the copper
when were
got you
the soul
tr3602 arrives
the next
and on
each ticket
the place
my fault
train tr9969
reservations are
gastroenterology hospital
tr2365 gets
ali baba
tr2919 is
for which
train tr2863
is free
tr7239 departs
i hev
the fitzwilliam
tr0904 has
train tr6105
either anatolia
unfortunately all
18:54 is
is an
the tr6003
tr3420 will
what sort
that are
alright a
"again ,"
train tr3237
parking is
sorry there
bye for
theres is
from all
the tr8089
we certain
your request
the trains
tenpin is
i suppose
those would
there s
the autumn
alrighty .
ok for
tr4813 leaves
what night
with those
i have
i wish
saigon city
does location
enjoyed your
which stations
certain -ly
cb41da is
meghan is
department phone
your fee
"hmmmm ,"
01223334860 is
to clarify
10.10 pounds
the da
just for
the tr0579
train tr7900
the tr3371
for that
cheap and
leave at
train tr2232
call them
the tr7430
your very
tr6336 departs
number is
warkworth does
for town
156 chesterton
sure it
great hit
again i
tr8199 will
tr0115 will
where in
the tr8805
tr 2379
welcome anytime
is is
sure your
your confirmation
tr3283 leaves
tr7092 leaves
that can
the tr7610
perhaps you
tr2855 will
train tr0678
zizzi cambridge
which dates
parkside pool
which food
tr8410 will
what place
the tr8464
the tr7853
their postcode
all srt
the la
yes actual
i personally
please tell
the trip
tr3780 will
hotel allenbell
leverton house
since that
no problem
tr3212 leaves
tr0925 leaves
then in
loch fyne
the departure
the tr2420
between victoria
the alpah-milton
yes of
tr0823 will
all right
tr5725 from
tr9933 departs
yes lan
the tr8089
yes to
a train
tr7245 arrives
tr8314 departs
you reservation
staudct0 is
tr3659 arrives
the tr5225
would you
almost there
tr5517 will
fitzbillies restaurant
train tr4447
when are
allright .
the fees
the nearest
15 trains
there two
okay sure
two hotel
it turns
tr 5484
what hotel
both are
is parking
train tr3043
cb58bs jesus
the tr4170
india house
tr6572 leaves
first of
the tr0635
the tr7692
i hope
the hamilton
01223243830 .
thanks .
it offers
unfortunately with
its location
my all
prezzo 's
tr7349 will
which section
postcode cb23pg
the kohinoor
friday at
the tr3371
their price
with so
addenbrokes hospital
train tr2929
would it
okay where
both of
the pnone
your train
your train
that narrowed
01223302330 .
train tr5056
your booked
train tr2061
bye for
yes your
try visiting
hotel du
tr7786 can
tr941 leaves
that id
what side
tr7098 departs
tr8151 will
10 hometown
little saint
perhaps with
would recommend
tr7618 arrives
01223227330 cb21qa
please show
"welcome ,"
yes she
ballare 5
ballare postcode
admission is
ok where
great the
the tr7853
it would
the meze
we can
nothing in
i apologize
tr2021 is
i'll get
tr3177 will
i enjoy
the tr5570
broughton house
it lasts
milton road
train tr8530
what types
prezzo 's
tr7098 departs
the tr1766
it had
your are
"whoops ,"
just want
tr2634 leaves
tr939 leaves
sitar tandoori
tr6607 .
tr8580 leaves
7kkkclip is
is yu
postcode :
tr1854 arrives
tr8627 leaves
im happy
yes cote
booked car
anything else
caffe uno
excellent !
queens college
trains go
sadly i
rice boat
01223245151 is
5 tickets
please state
what do
the alexander
tr7850 leaves
your booked
of coursesorry
the salsa
anything specific
tr0637 departs
they do
the tr1828
here is
which department
the addenbrookes
that narrowed
camboats phone
when would
its no
you asked
the tr3805
the scott
to which
nandos fits
tr6678 departs
eight people
the bryard
the aylesbury
the 2
tr3600 leaves
tr3339 is
the copper
a table
the castle
jesus green
01223336540 it
they is
unfortunately not
tr1148 leaves
07903665107 is
bye now
allenbell looks
bedouin 's
the byart
their fee
okay no
a booking
where shall
ballare nightclub
surethat 's
the tr2512
lynne stover
bedouis is
greati have
your passage
train tr9016
unable to
best wishes
that ticket
tr2521 will
they seem
"sadly ,"
the aylesbray
well what
arrival time
three are
ok fantastic
okay any
tr2475 arrives
tell me
address for
tr3839 ill
tr7309 would
the 09:16
lovell lodge
the all
5 of
eraina 's
india house
"remember ,"
sorry the
zizzi is
the tr0684
tickets on
tr0031 leaves
i see
"7:00 ,"
tr1612 will
gonville hotel
our records
tr6572 leaves
train tr0969
the huntingdon
you've come
tr5285 arrives
tr7397 leaves
the sheep
tr4187 is
yes free
the tr3877
tr9460 leaves
a shuttle
tr4537 has
tr8080 arrives
my all
the tr9082
and how
the royal
hope your
tr4651 departs
train tr8335
"ballare ,"
parkside pools
im getting
sorry about
tr3387 arrives
you may
your party
okay anatolia
the lovell
as it
train tr7656
oh no
gdsgfsd fg
when booking
sure -ly
tr0277 two
any criteria
the tr8760
yu garden
will an
the tr3246
between victoria
unfortunately all
sorry !
your 2
i really
that information
that cuts
the tr0545
the italian
primavera 's
i hope
tr9236 leaves
sure lan
01223240089 cb17sr
those reservations
starts from
howe about
train tr1382
the byard
with those
success !
tr8126 would
it leave
train tr8135
please wait
your ride
01223477900 .
shouldn't be
7 of
"unfortunatley ,"
tr3769 departs
train tr6456
tr8224 arrives
tr1681 is
train tr4626
will you
the tr1412
starts from
sometimes we
train tr9802
one in
yes and
reservation booked
tr8365 leaves
okay to
yeah sore
found it
that is
sorry .
saint catharine
telephone :
tr5713 leaves
i assume
well 4
ballare 's
okay let
train tr7411
tr4288 arrives
they will
im happy
definite -ly
they just
"goodbye ,"
the tr5245
tr5725 from
yes had
the nightclubs
absolutely you
tr2129 leaves
the tr0196
try dojo
tr8365 leaves
the avolon
no it
probably the
5 tickets
cheap and
tr8151 will
"i ,"
that place
tr0774 arrives
starting on
just one
the tr5245
01223241387 is
train tr8466
shall we
tr4698 leaves
its on
4ssokt22 is
yes how
have yourself
"unfortunatley ,"
train tr7900
when and
tr8813 leaves
17 place
for town
what did
"glad ,"
yes mam
tr2694 leaves
my pleasure
tr2292 departs
tr3450 leaves
tr1309 departs
entry is
the tr5245
please give
tr1681 leaves
anything specific
tr3043 arrives
the tr3342
the bridge
as previously
from where
"16:38 ,"
an expensive
the tr7846
the tr5998
this departs
your booked
the tr2508
the fitzbillies
01223241387 is
tr5737 will
trains from
the earlest
if price
ok do
tr8476 will
51 minutes
okay what
i don
kettles yard
10.10 pounds
grafton hotel
sorry .
it actual
therea are
tr3043 arrives
cb13ef .
unfortunately eraina
tr4235 departs
perhaps you
yellow honda
now that
tr4638 leaves
lovely .
wrong domain
train tr1526
rice boat
tr0112 leaves
"anatolia ,"
yes phone
phone 01223355397
the tr7706
138 perne
tr3659 arrives
the tr3450
finches is
what food
no you
what dad
cineworld is
your pickup
the tr8903
cambridge university
i avenue
jesus lane
tr9876 leaves
both the
to be
that bring
take care
on which
it offers
i must
when could
unfortunately bedouin
is an
alright it
train tr9114
what kind
its expensive
cb39et cb39et
yes on
the tr2211
"lol ,"
the tr1581
then you
tr0123 is
"also ,"
have yourself
there does
tell the
sure depending
is parking
tr4792 leaves
no entertainment
"whoops ,"
their phone
64 cherry
yes are
i'll book
tr6516 departs
tr2635 will
train tr4488
done and
your taxi
the tr1828
good-bye .
both warkworth
thanks and
train tr5348
one more
the tr9933
unfortunately their
trainid tr0613
based off
tr4005 departs
train tr5343
"nope ,"
i must
the tickets
the travel
train tr6799
three guesthouses
which train
wagamama serves
at what
yes cote
unfortunately reservations
my math
the gandhi
park street
tr9376 leaves
da vinci
train tr0552
yes eraina
oh they
goodbye
14 of
hot pot
tr0031 leaves
oh no
the meghna
the tr8464
sure its
please be
how many
your contact
tr8300 departs
tr0774 arrives
train tr0969
again that
how man
lovely guesthouse
alexander b
entry is
sorry booking
the tr4626
the da
the tr0117
the guesthouse
train tr9327
"personally ,"
3.52 pounds
it has
for guesthouses
thier address
01223308871 will
hi i
train tr3456
the tr3112
the tr7721
we list
avalon does
the tr8685
boom !
i'll need
the tr2001
tr1958 leaves
not at
i dont
the tr5863
train tr9495
"unfortuntately ,"
i tr0212
that trip
the tr9346
bridge guest
the finches
have i
starting what
train tr7850
trainid tr9020
tr1392 .
but how
thanks .
if we
most are
tr5154 takes
you should
they did
definitelycambridge has
anything else
great where
im getting
parkside pool
tr8842 arrives
tr8387 will
the scott
absolutelythe peking
the arbury
all booked
table for
thank for
there is
tr6628 leaves
your search
with all
tr9775 arrives
all righty
"choices ,"
sure here
what station
the man
your ticket
tr9202 would
i apologize
second time
the tr3685
4-star accommodations
reservation reserved
tr9187 arrives
graffiti is
yes please
price for
the are
good news
yes your
tr8331 leaves
01223336540 it
again nothing
the gourmet
indian food
pizza express
please specify
la raza
tr9933 departs
the tr9025
the tr2001
still no
tr6226 arrives
we thank
tr2138 leaves
01223575122 .
please enjoy
train tr6003
most welcome
you've been
tr2083 will
curry garden
i haven't
that departs
hamilton lodge
15 trains
huntingdon marriott
train tr0189
your reservations
i don
its available
the tr4447
three guesthouses
abbey pool
sue it
alright where
hamilton lodge
16.6 gbp
tr8476 will
7 of
unit su43
i m
my math
red skoda
the tr1709
the tr9714
train tr1478
oh of
please contact
train tr6688
yes cityroomz
tr3130 will
the graffitti
ballare 's
tr8387 will
welcome andhave
your passage
neither is
tr2631 arrives
we could
my attempt
great it
the tr8510
tr7966 does
124 tenison
ok de
before we
tr8387 will
the tr2141
"i ,"
alright have
yes in
"booked ,"
it has
is the
the tr5484
your booked
at the
tr1492 arrives
the contact
the tr2292
we're a
fitzbillies is
you need
the alpha-milton
tr4813 leaves
"haha ,"
tr7310 is
tr8080 departs
with those
i ran
i dont
great if
tr2141 leaves
these three
tr9448 leaves
addensbrookes hospital
both have
tr0094 leaves
the tr3600
alaways welcome
ok thanks
twenty one
absolutely !
okay i'll
01223362525 .
okay anytime
unfortunately the
the hobson
any other
tr7943 leaves
tr8860 departs
restaurant one
kymmoy 's
01223315702 and
the tr4351
the panahar
tr5767 leaves
train tr0552
tr7020 departs
i recommend
sorry no
tr7852 looks
i'll book
what times
that narrowed
oh may
where are
both warkworth
lynne strover
none of
gonville is
the graffiti
tr2855 will
then we
restaurant alimentum
the bedouin
tr3043 arrives
what location
"cb23pq ,"
the postal
ok .
both hotel
what movie
you would
for that
the alpha-minton
every place
train 0277
staudct0 is
addensbrookes hospital
welcome and
will an
starting what
tr8580 leaves
pembroke college
king 's
in addition
the tr3112
city center
twenty one
no that
tr9320 will
the tr8026
scadamores punting
tr7940 will
any arrival
very good
what movie
ok to
the churches
kirkwood house
allenbell matches
train tr9580
you table
train tr3207
the slug
the ali
the tr2730
and can
great thanks
"05:39 ,"
yeah .
hughes hall--postcode
pardon me
okay tr2442
but how
please tell
parkside swimming
and do
kymmoy is
but how
best wishes
train tr4840
goodbye
there at
one in
"whoops ,"
the 2
yes can
tr5720 leaves
that sounds
sure can
nothing of
01223245151 is
tr1590 leaves
the zip
the tr7309
all have
lots of
then you
17.60 pounds
train tr0776
tr3330 will
tr4334 will
tr1309 departs
we dont
lad we
sure u
a very
tr1342 leaves
no that
tr0680 will
tr8466 leaves
3 people
the tr2929
the tr0684
wen do
so it
the tr7015
train tr8842
train tr7195
how 's
it may
the gardens
i switched
train tr7483
the tr4943
01223323178 is
tr2634 can
warkworth house
sorry do
it departs
okay how
fantastic .
sure their
train tr3154
sorry .
would you
sure thing
yes great
oh !
that is
"certain ,"
their details
the tr1233
the golden
okay christ
okay we
tr0767 leaves
its address
happy to
could not
"haha ,"
first of
tr8730 has
tr9675 leaves
tr9024 leaves
all trains
nandos number
the tr4651
your table
tr6723 leaves
the el
one is
the entry
admission to
tr0635 leaves
kohinoor restaurant
would like
wadlebury county
tr8522 arrives
holy trinity
the golden
the table
woudl you
definite -ly
doneyour reference
sidney sussex
tr8585 leaves
yes ahley
train tr4259
enjoy !
tr2494 will
try some
tr6110 has
what size
does this
tr5504 would
sitar tandoori
escaping for
how does
great we
the junction
please contact
the tr0117
that train
train tr3515
my apologies
sure when
tr1704 will
ok its
cote is
"adress ,"
your new
id recommend
tr1549 leaves
tr5343 leaves
tr1828 is
no fee
i take
i am
the emmanuel
7g6oj8g2 is
golden wok
the lynne
the jinling
i searched
tr1193 closely
i recommen
tr3447 leaves
tr9956 i
